Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",4,4.17,Doubleday,Hardcover,331,2023,2023,2025/08/04,2025/07/23,xuread2025,xuread2025 (#36),read,"cái hay nhất là tất cả đều là thật, được kể lại một cách hấp dẫn như thể tiểu thuyết",,,1,0
45967,The Blind Owl,Sadegh Hedayat,"Hedayat, Sadegh","صادق هدایت, D.P. Costello","=""0802131808""","=""9780802131805""",3,3.96,Grove Press,Paperback,148,1957,1937,,2025/07/31,xuread2025,xuread2025 (#35),read,"nghe audio như nghe một gã mê sảng hoang tưởng nói luyên thuyên về đủ thứ trên đời, nhưng vẫn cứ phải nghe cho hết.<br/><br/>""Sự hiện diện của cái chết hủy diệt tất cả những mê tín. Chúng ta là con cái của cái chết và chính cái chết cứu thoát chúng ta khỏi sự lừa dối của cuộc đời. Giữa cuộc đời, nó kêu gọi chúng ta và chiêu tập chúng ta tới nó. Vào một tuổi đời khi còn chưa học ngôn ngữ của loài người, nếu đôi lúc chúng ta ngừng cuộc chơi, chúng ta có thể lắng nghe tiếng nói của cái chết… Suốt cuộc đời, cái chết luôn vẫy gọi chúng ta. Chẳng phải nó đã xảy đến với mọi người một cách bất chợt, vô cớ, lúc mê mải trầm tư và đắm chìm thật sâu trong nó đến nỗi mất ý thức về thời gian và nơi chốn và hoạt động của tâm trí mình? Vào những lúc như thế, người ta phải nỗ lực để hiểu được và nhận ra một lần nữa cái thế giới hiện tượng mà con người sống trong đó. Người ta đang lắng nghe tiếng nói của cái chết.""",,,1,0
13509366,Mù Lòa,José Saramago,"Saramago, José",Phạm Văn,"=""""","=""""",5,4.18,Bách Việt & Nxb. Văn Học,Paperback,412,2010,1995,2025/07/28,2025/02/13,xuread2025,xuread2025 (#34),read,"trước đây chưa hề biết có cuốn này, giờ đọc với trải nghiệm những năm covid thật là khó tả. ",,,1,0
204458684,Bác Hana,Alena Mornštajnová,"Mornštajnová, Alena",Bình Slavická,"=""6044725391""","=""9786044725390""",4,4.67,NXB Phụ nữ Việt Nam,Paperback,332,2023,2017,,2025/07/23,xuread2025,xuread2025 (#33),read,"Năm nay toàn đọc trúng ""những người cùng khổ"". <br/><br/>""Tôi là kẻ mang điều bất hạnh đến cho những người tôi yêu quý, và họ cũng là những người yêu quý tôi. Đó là điều tôi đã biết từ lâu (...) Quả thật tôi còn tồn tại ở trên đời này chỉ bởi để lại gây thêm điều bất hạnh?""<br/><br/>""Tôi muốn chăm sóc Mira, nhưng cuối cùng thì tất cả những người tôi yêu quý đều bỏ tôi mà đi. Tôi không muốn lại phải lo sợ rằng bị mất người mà tôi quan tâm đến.""<br/><br/>""tôi sống qua được địa ngục cũng chỉ để lại tiếp tục gieo rắc cái chết.""<br/><br/>Một đoạn lịch sử ngắn nhưng tăm tối, một gia đình như bao gia đình khác ở Czech hay châu Âu thời kỳ đó, không bất hạnh kiểu này thì cũng kiểu khác. <br/><br/>3 chương lớn là 3 mảnh sử rời rạc, nhưng dễ dàng kết nối, càng về cuối càng đau. ai mà nghĩ tới việc kết hợp cái thảm khốc của Holocaust với trận dịch thương hàn sau đó 10 năm? <br/><br/>Nếu đọc nhiều sách về Auschwitz sẽ không còn thấy sốc hay ngỡ ngàng nữa. 3,5 sao.",,,1,0
55849445,Con Chim Xanh Biếc Bay Về,Nguyễn Nhật Ánh,"Ánh, Nguyễn Nhật",,"=""""","=""""",4,4.13,NXB Trẻ,Paperback,396,2020,2020,,2025/07/18,xuread2025,xuread2025 (#32),read,"Có tài khoản audiobook nên nghe, xem như một cách quay lại với Nguyễn Nhật Ánh, ai dè trúng cuốn này hay ghê. Thích nhất là bối cảnh Sài Gòn và nhân vật người lớn, không còn cái giọng văn tỏ ra trẻ con hay hồi ức các cái. Đoạn đầu tưởng chuyện tình yêu dễ thương như Quán gò đi lên, ai dè khúc giữa hết hồn, tới cái kết thì dàn xếp chóng vánh vì tự tháo nút thắt bằng cách đơn giản nhất (<spoiler> muốn Quyền là người tốt cái tốt à </spoiler>). Không thích cách xây dựng hiểu lầm, hơi gượng ép. Không rõ truyện lấy bối cảnh năm nào, cứ giả định năm xuất bản 2020, nhân vật là 9x đời cuối nhưng không phải phất được tính cách hành động của lứa tuổi đó. Đặc biệt: có điện thoại di động nhưng không ai biết nhắn tin là gì, cái gì cũng alo alo, hết sức phi lý. Với lại lúc này chưa có 168 nên thấy uống bia rồi chạy xe về thoải mái :)) Tiệm ăn trong truyện rõ là quán đo đo rồi, gần từ dũ và chợ thái bình. có đoạn nói em Khuê đi đủ 5 chợ khá tiện vì cùng đường hơi phi lý - từ bà quẹo đi chợ bà hoa và hoàng hoa thám ok, nhưng rẽ qua chợ nguyễn tri phương với chợ an đông rồi quành về quận 1 nữa là thấy hết tiện đường roài. Mình vẫn mong Nguyễn Nhật Ánh bằng cách nào đó sẽ lớn cùng bạn đọc, chiều chuộng các thế hệ xa lơ xa lắc hơn một chút, viết truyện nhân vật trưởng thành hơn, mang hơi thở thời đại hơn.<br/><br/>Bổ sung: bản sách nói voicefm giọng nữ dễ thương, thể hiện được nét của Khuê, Lương và các nhân vật nữ khác. Giọng nam thì cũng thê lương âu sầu hợp tâm trạng sau này của Sâm, và thể hiện được phần đó trong sách đọc rất chán, dài và chậm hơn cần thiết.",,,1,0
18219278,"水域 上 (Waters, #1)",Yuki Urushibara,"Urushibara, Yuki",,"=""4063107248""","=""9784063107241""",3,4.23,Kodansha,Comic,250,2011,2011,,2025/07/13,xuread2025,xuread2025 (#31),read,"Tựa Việt là Thủy vực (NXB Trẻ). Mua rồi mới biết truyện tranh >.< Tác giả là Yuki Urushibara của Trùng sư nhưng mình cũng chưa đọc bộ manga đó. Dù sao thì Thủy vực cũng không phải là tác phẩm tệ. Có điều mình không thấy liên hệ và rung động lắm, và cũng không thích art của tác giả trong quyển này.",,,1,0
23472512,Bảo tàng ngây thơ,Orhan Pamuk,"Pamuk, Orhan",Giáp Văn Chung,"=""6046932092""","=""9786046932093""",5,3.78,NXB Văn học,Paperback,481,2014,2008,2025/07/10,2025/06/29,xuread2025,xuread2025 (#30),read,"đọc xong cứ nghĩ giá có bảo tàng ở ngoài thật nhất định phải đến thăm, ai ngờ có thật, và nó cũng hòa trộn thực - hư, tiểu thuyết và đời thật không rõ ranh giới như trong sách. Pamuk thu thập đồ vật thật trước, rồi mới nghĩ dựa vào chúng để viết tiểu thuyết, và càng viết tiểu thuyết ông lại càng muốn tổ chức lại những gì đã sưu tầm thành 1 bảo tàng ngây thơ như chính trong sách tả. Đọc xong còn ngây ngất thì lên Google Arts and Culture làm 1 chuyến thăm bảo tàng ảo, để nhìn từng góc bảo tàng mà nhớ từng trang sách, và tất nhiên, kiếm cho được 1 tấm ảnh của Füsun.",,,1,0
223794728,Án mạng trên tàu Noah,Haruo Yuki,"Yuki, Haruo",Cỏ Dại,"=""604442670X""","=""9786044426709""",4,3.92,Nhã Nam & NXB Hà Nội,Paperback,340,2025,2022,,2025/07/10,xuread2025,xuread2025 (#29),read,"đủ hay để mỗi tối cầm lên đọc thay vì coi điện thoại, nhưng chưa đủ mức page turner, cứ sau 1-2 hồi là yên tâm đi ngủ. tới đoạn kết thì tỉnh ngủ luôn",,,1,0
565565,Captains of the Sands (English and Portuguese Edition),Jorge Amado,"Amado, Jorge",Gregory Rabassa,"=""0380897180""","=""9780380897186""",4,4.37,Avon Books,Paperback,248,1988,1937,2025/07/07,2025/02/27,xuread2025,xuread2025 (#28),read,"Truyện viết về trẻ bụi đời, nếu viết tốt, luôn có cái hấp dẫn riêng. Cuộc đời những đứa trẻ số phận buộc phải lớn sớm - vất vưởn ngoài đường, bươn chải, vật lộn với cuộc sống, miếng ăn. Sự giáo dục trường lớp và dạy dỗ của mẹ cha hầu như không có, nhưng chúng lại sớm có cái nghĩa khí giang hồ, có cái tình anh em đùm bọc, hoạn nạn có nhau, không biết từ đâu mà ra, có lẽ đời dạy chúng thế. Những thủ lĩnh triền cát (bản gốc tiếng Bồ, Capitães da Areia) là một truyện như vậy.<br/><br/>“Chúng không ăn nói như trẻ con mà nói như người lớn. Chúng cảm nhận như người lớn. Khi trẻ con khác chỉ lo chơi đùa, học đọc, chúng thấy mình tham gia các sự kiện chỉ đàn ông mới biết cách giải quyết. Chúng luôn giống đàn ông, trong cuộc đời khốn khổ và phiêu lưu của mình, chúng chưa từng hoàn toàn là trẻ con. Vì cái làm nên trẻ con là mái ấm, cha, mẹ, không phải gánh vác trách nhiệm. Chúng không có cha hay mẹ trong đời sống ngoài đường. Và chúng luôn phải tự lo thân, luôn chịu trách nhiệm với chính mình. Chúng vẫn luôn ngang ngửa với đàn ông.”<br/><br/>Full review: https://www.instagram.com/p/DLxNbyGokEX<br/>",,,1,0
40118172,Ăn gì cho không độc hại,Pha Lê,"Lê, Pha",,"=""6041116378""","=""9786041116375""",4,4.45,Nxb. Trẻ,Paperback,350,2018,2018,2025/06/29,2025/06/23,xuread2025,xuread2025 (#27),read,"Mình chọn đọc quyển này - thật ra là nghe trên Voiz FM - nhân mấy vụ thực phẩm bẩn đang rần rần gần đây. Trong quyển này, Pha Lê không kể lịch sử, nguồn gốc hay sự thật thú vị quanh các món ăn mà chỉ nói chuyện dinh dưỡng, chuyện ăn tạp và ăn chay, chuyện thực phẩm sạch với thực phẩm công nghiệp. <br/>Mục đích của tác giả là giúp những ai đang băn khoăn trước mớ thông tin về dinh dưỡng đang chất đống như mặt hàng trên kệ siêu thị được yên tâm. “Yên tâm để biết mình nên lựa thông tin nào đem về nhà, yên tâm để điềm tĩnh trước những thông tin, nghiên cứu mới về chất nọ vitamin kia cứ ồ ạt sinh sôi mỗi ngày - những thứ khiến mình nghi ngờ rằng cả nhà mình lẫn tổ tiên mình trước đây đều ăn uống sai bét.”<br/>Mình rất chia sẻ cách nhìn này - trước bốn bề thông tin, đối lập nhau chan chác, thật không biết phải tin vào đâu. Tốt hơn là nên trang bị một chút kiến thức, tự xây dựng cho mình một lập trường và bình tĩnh hơn trước cơn bão thông tin an toàn thực phẩm, dinh dưỡng nọ kia.<br/>",,,1,0
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,"=""""","=""""",3,3.99,Grand Central Publishing,Hardcover,336,2021,2021,2025/06/23,2025/01/20,xuread2025,xuread2025 (#26),read,"đọc vì thấy tóm tắt nội dung cuốn và là văn chương đương đại, nhưng không thực sự thích. nó quá ""nữ"" với mình.<br/><br/>Eva Mercy – một nhà văn viết truyện tình erotica – sống cùng cô con gái tuổi teen ở Brooklyn, New York. Dưới lớp vỏ nổi tiếng, Eva vẫn đang chống chọi với căn bệnh đau nửa đầu mãn tính và những tổn thương chưa lành từ tuổi 17. Khi Shane Hall – một nhà văn danh tiếng nhưng ẩn dật – xuất hiện trở lại tại một sự kiện văn học, cả hai buộc phải đối diện với quá khứ: một tuần lễ yêu cuồng nhiệt mà kết thúc bằng chia ly không lời giải thích.<br/><br/>Đã 15 năm trôi qua, nhưng rõ ràng họ chưa bao giờ quên nhau. Tồi tệ (hoặc lãng mạn?) hơn nữa, họ đã âm thầm viết về nhau suốt thời gian ấy – qua từng nhân vật, từng cuốn tiểu thuyết. Cuộc tái ngộ trong bảy ngày trở thành hành trình chữa lành và tái kết nối, không chỉ với người kia, mà với chính con người từng bị bỏ lại.<br/><br/>",,,1,0
216168872,Ngôi nhà của Người Hà Lan,Ann Patchett,"Patchett, Ann",Khánh Linh,"=""6044774732""","=""9786044774732""",4,4.10,Hải Đăng Books & NXB Văn Học,Paperback,428,2023,2019,,2025/06/10,xuread2025,xuread2025 (#25),read,"3.5*. Nghe vì thấy có Tom Hanks đọc, hóa ra cuốn này trở thành cuốn đầu tiên mình thấy nghe audiobook chán hơn tự đọc. Giọng ông bác tất nhiên không dở, cũng có diễn đọc cảm xúc, nhưng khó vào, nghe không chú tâm được. Đọc thấy thích hơn và cảm giác muốn theo dõi câu chuyện hơn. Và mình lại có cảm giác muốn hình dung câu chuyện này theo văn Nguyễn Ngọc Tư. đại khái nó thế này, theo chatgpt - tất nhiên chỉ mới nam bộ, tỏ ra đau đáu và chua cay thôi chứ chẳng có gì là Tư:<br/><br/>""Nhà Hà Lan như một giấc mơ cũ kỹ nằm trơ trọi giữa đời thực lạnh lùng. Cha của Danny, một người đàn ông giỏi buôn bán, giàu lên từ tay trắng, mua căn nhà ấy như một cách rửa sạch ký ức nghèo. Mẹ bỏ đi. Bà không hợp với gỗ ốp tường, kính màu rực rỡ, những bức chân dung treo nghiêng ngả nhìn người lạ bằng đôi mắt soi mói. Bà đi làm từ thiện, nhưng người ta đồn là bà chạy trốn chính mình. Cha mất. Cô vợ kế – Elna, một người đàn bà đẹp và lạnh – gạt hai đứa nhỏ ra khỏi ngôi nhà như gạt bụi khỏi gấu váy. Danny và chị gái Maeve lầm lũi dắt nhau ra ngoài, dựng lại đời mình bằng một phần uất ức và một phần thương nhớ. Hai chị em lớn lên, mà lòng không lớn. Họ ngồi trong xe, nhiều năm sau, đậu bên kia đường nhìn vào căn nhà cũ, như thể ngó lại vết thương chưa lành.""",,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",4,4.47,Random House,Hardcover,352,2018,2018,,2025/03/07,xuread2025,xuread2025 (#24),read,"Mình nghĩ với một cuộc đời kỳ lạ hơn tiểu thuyết và phi thường như Tara Westover, sẽ là bất công nếu cô không thể kể lại nó cho thế giới biết, mà chôn vùi mọi thứ với mình mãi mãi. Và thật may (cho ai - cho chính cô hay chúng ta), tất cả đã được đưa vào tự truyện một cách sinh động, chi tiết và đầy cảm xúc - dù nhiều trong số đó là cảm giác ngộp thở, bất bình, phẫn nộ.",,,1,0
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",3,3.80,William Morrow,Kindle Edition,319,2020,2020,,2025/05/13,xuread2025,xuread2025 (#23),read,"đúng như nhiều bạn còm, khúc đầu mệt mỏi, kể lể, nhưng càng về sau càng hấp dẫn. vẫn biết tác giả rải hint khắp chốn, nhưng xong xuôi hết ngồi nghĩ lại thấy cũng hay. cái kết cũng thỏa mãn. không hiểu sao đọc quyển này mình không nghỉ tới conan mà cứ nghĩ bản chuyển thể điện ảnh VN. có ai dám làm và làm hay được không nhỉ. ",,,1,0
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,"=""0063003058""","=""9780063003057""",0,3.65,William Morrow,Hardcover,360,2022,2022,,2025/05/15,"to-read, xutoread2025","to-read (#84), xutoread2025 (#46)",to-read,,,,0,0
231459062,Sa mạc tình yêu,François Mauriac,"Mauriac, François",Hồ Thanh Vân,"=""604444984X""","=""9786044449845""",4,3.62,FORMApubli & NXB Hà Nội,Paperback,172,2025,1925,,2025/05/08,xuread2025,xuread2025 (#22),read,,,,1,0
33006513,Mưa Đỏ,Chu Lai,"Lai, Chu",,"=""""","=""""",4,4.40,,Unknown Binding,360,2016,,2025/05/08,2025/03/04,xuread2025,xuread2025 (#21),read,,,,1,0
41154336,The Chestnut Man,Søren Sveistrup,"Sveistrup, Søren",Caroline Waight,"=""0062895362""","=""9780062895363""",5,4.21,Harper,Hardcover,519,2019,2019,,2025/05/07,xuread2025,xuread2025 (#20),read,Càng lúc càng cuốn làm mình phải bỏ nghe audiobook sốt cả ruột chuyển qua đọc cho nhanh.,,,1,0
60393672,"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,"Hoover, Colleen",,"=""1668001225""","=""9781668001226""",2,3.85,Atria Books,Paperback,324,2022,2022,2025/04/27,2025/04/20,xuread2025,xuread2025 (#19),read,"biết ngay đẻ ra sequel sẽ thế. bớt tâm lý hơn hẳn, tình cảm nhiều hơn, lý giải quá khứ của Atlas và lựa chọn cuối cùng cho Lily và Ryle. Tò mò thì đọc cũng được.",,,1,0
60879779,"Everyone in My Family Has Killed Someone (Ernest Cunningham, #1)",Benjamin   Stevenson,"Stevenson, Benjamin",,"=""0063279029""","=""9780063279025""",0,3.77,Mariner Books,Hardcover,371,2023,2022,,2025/03/15,"xutoread2025, currently-reading","xutoread2025 (#40), currently-reading (#11)",currently-reading,,,,1,0
228051531,Chuyện nhà Tí,Phan Thị Vàng Anh,"Anh, Phan Thị Vàng",,"=""""","=""""",3,3.00,Nhã Nam,Hardcover,198,2024,,,2025/04/23,xuread2025,xuread2025 (#18),read,"Mình thích chị Vàng Anh nên sẽ đọc mọi sách của chị. Quyển này có 2 phần, phần chuyệ nhà tí hay hơn, các câu chuyện dí dỏm, nhà nào cũng gặp, kể gọn gàng như một status Facebook nhưng luôn có một câu chốt hạ sâu cay. Phần chuyện các nhà khác thì không hay bằng, chỉ có vài ba mẩu là đặc sắc - hầu hết sáng tác rất lâu (2017, 2018). ",,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""1668021048""","=""9781668021040""",4,4.09,Atria Books,Kindle Edition,386,2023,2016,,2025/04/13,xuread2025,xuread2025 (#17),read,"Bản audiobook có giọng kể cảm xúc nên nghe cũng cuốn. 11 tiếng vừa nghe vừa đọc xen, một tuần là xong. Chủ đề này chạm hay không là tuỳ người. Cái kết như một thông điệp. Đọc thêm author’s note cuối sách mới thấy nên cho quyển này thêm credit. “In the past, I’ve always said I write for entertainment purposes only. I don’t write to educate, persuade, or inform. This book is different. This was not entertainment for me. It was the most grueling thing I have ever written.”",,,1,0
13501193,"Trong những cánh rừng vĩnh cửu (Commissaire Adamsberg, #7)",Fred Vargas,"Vargas, Fred",Lê Quang Toản,"=""""","=""""",0,4.06,,Paperback,554,2009,2006,,2025/04/07,"to-read, xutoread2025","to-read (#83), xutoread2025 (#45)",to-read,,,,0,0
60811826,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline","Ros Schwartz, Sophie Mackintosh","=""1945492600""","=""9781945492600""",4,4.13,Transit Books,Paperback,184,2022,1995,2025/04/03,2025/01/20,xuread2025,xuread2025 (#15),read,"nghe audiobook 7 tiếng, không ngờ sách ngắn vậy. dystopia, more questions than answers, gợi nhớ memory police",,,1,0
13518921,Biển,John Banville,"Banville, John",Trịnh Lữ,"=""""","=""""",0,3.55,Văn Học & Nhã Nam,Paperback,327,2006,2005,,2025/03/30,"to-read, xutoread2025","to-read (#82), xutoread2025 (#44)",to-read,,,,0,0
57628810,56 Days,Catherine Ryan Howard,"Howard, Catherine Ryan",,"=""1982694653""","=""9781982694654""",0,3.74,Blackstone Publishing,Hardcover,305,2021,2021,,2025/03/27,"to-read, xutoread2025","to-read (#81), xutoread2025 (#42)",to-read,,,,0,0
122860323,Love and Murder in the Time of Covid (Inspector Chen Cao #13),Qiu Xiaolong,"Xiaolong, Qiu",,"=""1448311500""","=""9781448311507""",0,3.84,Severn House,Kindle Edition,207,2023,,,2025/03/27,"to-read, xutoread2025","to-read (#80), xutoread2025 (#43)",to-read,,,,0,0
61062488,It's One of Us,J.T. Ellison,"Ellison, J.T.",,"=""0778311767""","=""9780778311768""",3,3.84,Mira,Hardcover,400,2023,2023,2025/03/25,2025/03/15,xuread2025,xuread2025 (#14),read,"Hay được 60%, lúc lộ hung thủ thì đuối",,,1,0
34320580,Băng Điểm,Ayako Miura,"Miura, Ayako",Liêu Quốc Nhĩ,"=""""","=""""",5,3.98,NXB Tổng Hợp Tiền Giang,Paperback,,1990,1965,,2025/03/25,xuread2025,xuread2025 (#13),read,Mỗi ngày đọc một chút như để tuyết rơi dày lên dần dần. Bi kịch đều từ suy nghĩ con người mà ra,,,1,0
204811915,"Tell Me Everything (Amgash, #5)",Elizabeth Strout,"Strout, Elizabeth",,"=""0593446097""","=""9780593446096""",0,4.03,Random House,Hardcover,326,2024,2024,,2025/03/22,to-read,to-read (#79),to-read,,,,0,0
60657583,"Lucy by the Sea (Amgash, #4)",Elizabeth Strout,"Strout, Elizabeth",,"=""0593446062""","=""9780593446065""",0,3.91,Random House,Hardcover,291,2022,2022,,2025/03/22,to-read,to-read (#78),to-read,,,,0,0
213243949,Three Days in June,Anne Tyler,"Tyler, Anne",,"=""0593803485""","=""9780593803486""",0,3.65,Knopf,Hardcover,165,2025,2025,,2025/03/20,"to-read, xutoread2025","to-read (#77), xutoread2025 (#41)",to-read,,,,0,0
55808268,Thợ xăm ở Auschwitz,Heather   Morris,"Morris, Heather",Lan Huế,"=""""","=""""",0,4.32,NXB Văn học & Nhã Nam,Paperback,384,2020,2018,2025/03/20,2020/11/02,,,read,,,,1,0
45862582,Toán học - Một thiên tiểu thuyết: Lịch sử toán học kể từ thời tiền sử đến nay,Mickaël Launay,"Launay, Mickaël",Nhã Phong,"=""6047760961""","=""9786047760961""",0,4.08,"NXB Thế giới, Nhã Nam",Paperback,332,2019,2016,2025/03/20,2021/02/17,,,read,,,,1,0
53448645,Sự Thật Vụ Mất Tích Nữ Nhà Báo Stephanie Mailer,Joël Dicker,"Dicker, Joël",Nguyễn Thị Tươi,"=""""","=""""",4,3.96,Phụ Nữ Việt Nam,Paperback,810,2020,2018,2025/03/20,2021/02/01,,,read,"Quyển sách 800 trang này nếu có chuyển thể thành series Netflix chắc nhà biên kịch sẽ không mất quá nhiều thời gian, bởi cấu trúc quyển sách đã chia sẵn lớp lang giữa hiện tại và quá khứ, đan xen lời kể của các nhân vật khác nhau, rất chặt chẽ, và không để người đọc phải lạc lối. <br/><br/>Cấu trúc chuẩn để dễ dàng tách thành từng episode nếu có làm thành series. Nhưng cũng bởi vì quá đầu tư vào back story, quá khứ và chuyện đời các nhân vật mà câu chuyện quá dài, tuy chưa đến mức lê thê nhưng nhiều khi cũng khiến ta sốt ruột. <br/><br/>Quá trình điều tra lại một vụ án mà mình từng nghĩ đã xong xuôi quả không đơn giản. Nó khiến mình nghĩ, nếu đổi giọng văn một chút thì sẽ thành một chuyện điển hình của Keigo Higashino: lần theo từng manh mối, tìm gặp từng người, dò hỏi, suy luận, thử và sai. <br/><br/>Càng về cuối càng hấp dẫn, nhưng cái kết theo mình là quá vội, vèo một cái, khiến mình hơi hẫng. Nhưng chốt lại, đây là một quyển mình sẽ recommend, và đừng để cái độ dày 800 trang khiến bạn e ngại. Bảo đảm bạn sẽ đọc nó rất nhanh, tuy hơi mỏi tay.",,,1,0
